cd,nm,corp_name,stock_code,industry,main_product,listed_date,settle_month,hpage,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,증권구분,주식종류,액면가,상장주식수,yh_code,stock_code_ori
A006390,한일현대시멘트,한일현대시멘트,006390,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트,시멘트반제품 제조,판매/콘도미니엄,스키장,종합레저관광산업,체육진흥사업,사업서비스",1975-12-26,12월,http://WWW.HANILHDCEMENT.COM,KR7006390009,006390,한일현대시멘트보통주,한일현대시멘트,HANIL HYUNDAI CEMENT,1975-12-26,주권,보통주,5000,17774535,006390.KS,006390
A003300,한일홀딩스,한일홀딩스,003300,"시멘트, 석회, 플라스터 및 그 제품 제조업",지주사업,1969-11-20,12월,http://www.hanil.com,KR7003300001,003300,한일홀딩스보통주,한일홀딩스,HANILHOLDINGS,1969-11-20,주권,보통주,1000,28815780,003300.KS,003300
A051600,한전KPS,한전KPS,051600,전기 및 통신 공사업,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링",2007-12-14,12월,http://www.kps.co.kr,KR7051600005,051600,한전KPS 보통주,한전KPS,KEPCO Plant Service & Engineering,2007-12-14,주권,보통주,200,45000000,051600.KS,051600
A002320,한진,한진,002320,도로 화물 운송업,"포장화물,택배산업,항만하역,고속버스사업,운수보관",1974-08-12,12월,http://www.hanjin.co.kr,KR7002320000,002320,한진보통주,한진,HanjinTransportation,1974-08-12,주권,보통주,5000,14947628,002320.KS,002320
A003480,한진중공업홀딩스,한진중공업홀딩스,003480,연료용 가스 제조 및 배관공급업,지주회사,1956-03-03,12월,http://www.hhic-holdings.com,KR7003480001,003480,한진중공업홀딩스보통주,한진중공업홀딩스,HanjinHeavyInd&ConstHoldings,1956-03-03,주권,보통주,5000,29529812,003480.KS,003480
A180640,한진칼,한진칼,180640,항공 여객 운송업,"지주사업, 경영자문 및 컨설팅",2013-09-16,12월,http://www.hanjinkal.co.kr,KR7180640005,180640,한진칼보통주,한진칼,HANJINKAL,2013-09-16,주권,보통주,2500,66739105,180640.KS,180640
A180640,한진칼,한진칼,18064K,항공 여객 운송업,"지주사업, 경영자문 및 컨설팅",2013-09-16,12월,http://www.hanjinkal.co.kr,KR718064K016,18064K,한진칼1우선주,한진칼우,HANJINKAL(1P),2013-09-16,주권,종류주권,2500,536766,18064K.KS,180640
A005110,한창,한창,005110,기계장비 및 관련 물품 도매업,"소화기, 통신장비 유통",1976-06-01,12월,http://www.hanchang.co.kr,KR7005110002,005110,한창보통주,한창,Hanchang,1976-06-01,주권,보통주,500,66790269,005110.KS,005110
A043090,한창바이오텍,한창바이오텍,043090,기타 전문 도매업,"바이오리엑터(Bioreactor, 생물반응기)",2001-10-11,12월,http://www.pharmswell.com,KR7043090000,043090,한창바이오텍,한창바이오텍,HanChang Biotech,2001-10-11,주권,보통주,500,37225728,043090.KQ,043090
A079170,한창산업,한창산업,079170,1차 비철금속 제조업,"아연말,리튬브로마이드,산화망간,인산아연",2005-02-01,12월,http://www.hanchem.com,KR7079170007,079170,한창산업,한창산업,"Hanchang Industry Co., Ltd.",2005-02-01,주권,보통주,500,5200000,079170.KQ,079170
A009460,한창제지,한창제지,009460,"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입",1987-12-23,12월,http://www.hcpaper.co.kr,KR7009460007,009460,한창제지보통주,한창제지,HanchangPaper,1987-12-23,주권,보통주,500,59667486,009460.KS,009460
A086960,한컴MDS,한컴MDS,086960,소프트웨어 개발 및 공급업,"임베디드개발솔루션,임베디드소프트웨어",2006-09-26,12월,http://www.mdstec.com,KR7086960002,086960,한컴MDS,한컴MDS,Hancom MDS Inc.,2006-09-26,주권,보통주,500,8862608,086960.KQ,086960
A372910,한컴라이프케어,한컴라이프케어,372910,의료용 기기 제조업,"공기호흡기, 방독면, 보호복 등",2021-08-17,12월,http://www.hancomlifecare.com,KR7372910000,372910,한컴라이프케어보통주,한컴라이프케어,Hancom Lifecare,2021-08-17,주권,보통주,200,27674406,372910.KS,372910
A054920,한컴위드,한컴위드,054920,소프트웨어 개발 및 공급업,전자상거래 보안 솔루션,2001-11-01,12월,http://www.hsecure.co.kr,KR7054920004,054920,한컴위드,한컴위드,Hancom WITH,2001-11-01,주권,보통주,500,28217081,054920.KQ,054920
A002680,한탑,한탑,002680,"곡물가공품, 전분 및 전분제품 제조업","소맥분(밀가루),배합사료",1995-07-07,12월,http://www.hantop.com,KR7002680007,002680,한탑,한탑,Hantop Inc.,1995-07-07,주권,보통주,500,28269988,002680.KQ,002680
A066110,한프,한프,066110,컴퓨터 및 주변장치 제조업,OPC Drum,2002-07-16,12월,http://www.baiksanopc.co.kr,KR7066110008,066110,한프,한프,HANP INC,2002-07-16,주권,보통주,500,76844272,066110.KQ,066110
A000880,한화,한화,000880,기타 화학제품 제조업,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",1976-06-24,12월,http://www.hanwhacorp.co.kr,KR7000880005,000880,한화보통주,한화,Hanwha,1976-06-24,주권,보통주,5000,74958735,000880.KS,000880
A000880,한화,한화,000885,기타 화학제품 제조업,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",1976-06-24,12월,http://www.hanwhacorp.co.kr,KR7000881003,000885,한화1우선주,한화우,Hanwha(1P),1990-01-22,주권,구형우선주,5000,479294,000885.KS,000880
A000880,한화,한화,00088K,기타 화학제품 제조업,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",1976-06-24,12월,http://www.hanwhacorp.co.kr,KR700088K015,00088K,한화3우선주(신형),한화3우B,HANWHA(3PB),2016-10-19,주권,신형우선주,5000,22472000,00088K.KS,000880
A000370,한화손해보험,한화손해보험,000370,보험업,손해보험,1975-06-30,12월,http://www.hwgeneralins.com/,KR7000370007,000370,한화손해보험보통주,한화손해보험,"Hanwha General Insurance Co.,Ltd.",1975-06-30,주권,보통주,5000,116738915,000370.KS,000370
A009830,한화솔루션,한화솔루션,009830,기초 화학물질 제조업,"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업",1974-06-19,12월,http://hcc.hanwha.co.kr,KR7009830001,009830,한화솔루션보통주,한화솔루션,HANWHA SOLUTIONS,1974-06-19,주권,보통주,5000,191278497,009830.KS,009830
A009830,한화솔루션,한화솔루션,009835,기초 화학물질 제조업,"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업",1974-06-19,12월,http://hcc.hanwha.co.kr,KR7009831009,009835,한화솔루션1우선주,한화솔루션우,HANWHA SOLUTIONS(1P),1989-11-21,주권,구형우선주,5000,1123737,009835.KS,009830
A272210,한화시스템,한화시스템,272210,전자부품 제조업,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",2019-11-13,12월,http://hanwhasystems.com,KR7272210006,272210,한화시스템보통주,한화시스템,HANWHA SYSTEMS,2019-11-13,주권,보통주,5000,188919389,272210.KS,272210
A012450,한화에어로스페이스,한화에어로스페이스,012450,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업",1987-05-27,12월,http://www.hanwhaaerospace.co.kr/,KR7012450003,012450,한화에어로스페이스보통주,한화에어로스페이스,HANWHA AEROSPACE,1987-05-27,주권,보통주,5000,50630000,012450.KS,012450
A003530,한화투자증권,한화투자증권,003530,금융 지원 서비스업,"유가증권 위탁매매,자기매매,인수주선",1986-11-25,12월,http://www.koreastock.co.kr,KR7003530003,003530,한화투자증권보통주,한화투자증권,HANWHA INVESTMENT & SECURITIES,1986-11-25,주권,보통주,5000,214547775,003530.KS,003530
A003530,한화투자증권,한화투자증권,003535,금융 지원 서비스업,"유가증권 위탁매매,자기매매,인수주선",1986-11-25,12월,http://www.koreastock.co.kr,KR7003531001,003535,한화투자증권1우선주,한화투자증권우,HANWHA INVESTMENT & SECURITIES(1P),1989-05-06,주권,구형우선주,5000,4800000,003535.KS,003530
A195870,해성디에스,해성디에스,195870,전자부품 제조업,반도체 패키지용 Substrate,2016-06-24,12월,http://www.haesungds.com,KR7195870001,195870,해성디에스보통주,해성디에스,HAESUNG DS,2016-06-24,주권,보통주,5000,17000000,195870.KS,195870
A034810,해성산업,해성산업,034810,기타 금융업,시설관리 용역 및 부동산 임대,1999-04-16,12월,http://www.haesungind.co.kr,KR7034810002,034810,해성산업,해성산업,"Haesung Industrial Co., Ltd.",1999-04-16,주권,보통주,500,26356298,034810.KQ,034810
A034810,해성산업,해성산업,03481K,기타 금융업,시설관리 용역 및 부동산 임대,1999-04-16,12월,http://www.haesungind.co.kr,KR703481K019,03481K,해성산업1우선주,해성산업1우,"Haesung Industrial Co., Ltd.(1P)",2021-12-02,주권,종류주권,500,1000000,03481K.KQ,034810
A076610,해성옵틱스,해성옵틱스,076610,사진장비 및 광학기기 제조업,휴대폰용 렌즈모듈 및 카메라모듈,2013-11-06,12월,http://www.hso.co.kr,KR7076610005,076610,해성옵틱스,해성옵틱스,"Haesung Optics Co.,Ltd",2013-11-06,주권,보통주,500,114442117,076610.KQ,076610
A059270,해성티피씨,해성티피씨,059270,기타 금속 가공제품 제조업,기어 및 동력전달장치,2021-04-21,12월,http://www.haisung.co.kr,KR7059270009,059270,해성티피씨,해성티피씨,"Haisung TPC Co., Ltd.",2021-04-21,주권,보통주,500,9460000,059270.KQ,059270
A220180,핸디소프트,핸디소프트,220180,소프트웨어 개발 및 공급업,"EKP, BPM, 네트워크장비",2016-11-24,12월,http://www.handysoft.co.kr,KR7220180004,220180,핸디소프트,핸디소프트,"HANDYSOFT, Inc.",2016-11-24,주권,보통주,500,19408000,220180.KQ,220180
A143210,핸즈코퍼레이션,핸즈코퍼레이션,143210,자동차 신품 부품 제조업,자동차 알루미늄 휠,2016-12-02,12월,http://www.handscorp.co.kr,KR7143210003,143210,핸즈코퍼레이션보통주,핸즈코퍼레이션,HANDS CORPORATION,2016-12-02,주권,보통주,500,21863268,143210.KS,143210
A084990,헬릭스미스,헬릭스미스,084990,자연과학 및 공학 연구개발업,"바이오신약, 천연물신약 연구개발",2005-12-29,12월,http://helixmith.com,KR7084990001,084990,헬릭스미스,헬릭스미스,"Helixmith Co., Ltd",2005-12-29,주권,보통주,500,37689326,084990.KQ,084990
A000720,현대건설,현대건설,000720,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",1984-12-22,12월,http://www.hdec.kr,KR7000720003,000720,현대건설보통주,현대건설,HyundaiEngineering&Construction,1984-12-22,주권,보통주,5000,111355765,000720.KS,000720
A000720,현대건설,현대건설,000725,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",1984-12-22,12월,http://www.hdec.kr,KR7000721001,000725,현대건설1우선주,현대건설우,HyundaiEngineering&Construction(1P),1989-09-21,주권,구형우선주,5000,1054693,000725.KS,000720
A267270,현대건설기계,현대건설기계,267270,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",2017-05-10,12월,http://www.hyundai-ce.com,KR7267270007,267270,현대건설기계보통주,현대건설기계,HYUNDAI CE,2017-05-10,주권,보통주,5000,19700793,267270.KS,267270
A170030,현대공업,현대공업,170030,자동차 신품 부품 제조업,"시트패드, 암레스트, 헤드레스트",2013-12-04,12월,http://www.hdi21.co.kr,KR7170030001,170030,현대공업,현대공업,"HYUNDAI INDUSTRIAL CO.,LTD",2013-12-04,주권,보통주,500,15340000,170030.KQ,170030
A005440,현대그린푸드,현대그린푸드,005440,종합 소매업,"백화점,여행알선,숙박,음식점/부동산 임대",1989-08-22,12월,http://www.hyundaigreenfood.com,KR7005440003,005440,현대그린푸드보통주,현대그린푸드,HYUNDAIGREENFOOD,1989-08-22,주권,보통주,500,97704482,005440.KS,005440
A086280,현대글로비스,현대글로비스,086280,기타 운송관련 서비스업,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",2005-12-26,12월,http://www.glovis.net,KR7086280005,086280,현대글로비스보통주,현대글로비스,"HYUNDAIGLOVIS Co.,LTD",2005-12-26,주권,보통주,500,37500000,086280.KS,086280
A042670,현대두산인프라코어,현대두산인프라코어,042670,특수 목적용 기계 제조업,"굴삭기,엔진 제조,도소매",2001-02-02,12월,http://www.hyundai-di.com,KR7042670000,042670,현대두산인프라코어보통주,현대두산인프라코어,Hyundai Doosan Infracore,2001-02-02,주권,보통주,1000,197434567,042670.KS,042670
A064350,현대로템,현대로템,064350,철도장비 제조업,"철도차량, 특수중기, 산업기계",2013-10-30,12월,http://www.hyundai-rotem.co.kr,KR7064350002,064350,현대로템보통주,현대로템,HYUNDAI ROTEM,2013-10-30,주권,보통주,5000,109142293,064350.KS,064350
A079430,현대리바트,현대리바트,079430,가구 제조업,"일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조",2005-11-22,12월,http://www.hyundailivart.co.kr,KR7079430005,079430,현대리바트보통주,현대리바트,HYUNDAILIVART,2005-11-22,주권,보통주,1000,20535282,079430.KS,079430
A012330,현대모비스,현대모비스,012330,자동차 신품 부품 제조업,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",1989-09-05,12월,http://www.mobis.co.kr,KR7012330007,012330,현대모비스보통주,현대모비스,HyundaiMobis,1989-09-05,주권,보통주,5000,94573094,012330.KS,012330
A319400,현대무벡스,현대무벡스,319400,일반 목적용 기계 제조업,"물류자동화, IT서비스",2019-05-08,12월,http://www.hyundaimovex.com/,KR7319400008,319400,현대무벡스,현대무벡스,HYUNDAI MOVEX,2019-05-08,주권,보통주,100,105102324,319400.KQ,319400
A010620,현대미포조선,현대미포조선,010620,선박 및 보트 건조업,"선박수리,선박개조,선박신조",1983-12-20,12월,http://www.hmd.co.kr,KR7010620003,010620,현대미포조선보통주,현대미포조선,HyundaiMipoDockyard,1983-12-20,주권,보통주,5000,39942149,010620.KS,010620
A052260,현대바이오랜드,현대바이오랜드,052260,기타 화학제품 제조업,"천연물질 추출물, 미생물 배양제품",2001-05-17,12월,http://www.hyundaibioland.co.kr,KR7052260007,052260,현대바이오랜드,현대바이오랜드,"HYUNDAI BIOLAND Co.,Ltd.",2001-05-17,주권,보통주,500,15000000,052260.KQ,052260
A069960,현대백화점,현대백화점,069960,종합 소매업,백화점,2002-11-25,12월,http://home.e-hyundai.com,KR7069960003,069960,현대백화점보통주,현대백화점,"HYUNDAIDEPARTMENTSTORECO.,LTD",2002-11-25,주권,보통주,5000,23402441,069960.KS,069960
A004560,현대비앤지스틸,현대비앤지스틸,004560,1차 철강 제조업,"스텐레스냉연강판,특수강 제조",1987-03-24,12월,http://www.hyundai-bngsteel.com,KR7004560009,004560,현대비앤지스틸보통주,현대비앤지스틸,HYUNDAI BNG STEEL,1987-03-24,주권,보통주,5000,15078811,004560.KS,004560
A004560,현대비앤지스틸,현대비앤지스틸,004565,1차 철강 제조업,"스텐레스냉연강판,특수강 제조",1987-03-24,12월,http://www.hyundai-bngsteel.com,KR7004561007,004565,현대비앤지스틸1우선주,현대비앤지스틸우,HYUNDAI BNG STEEL(1P),1989-08-31,주권,구형우선주,5000,109852,004565.KS,004560
A016790,현대사료,현대사료,016790,동물용 사료 및 조제식품 제조업,"양계, 양돈 배합사료",2018-06-01,12월,http://www.hdfeed.co.kr,KR7016790008,016790,현대사료,현대사료,HYUNDAI FEED Inc.,2018-06-01,주권,보통주,500,6150486,016790.KQ,016790
A004310,현대약품,현대약품,004310,의약품 제조업,"타코실, 마이녹실, 테놀민, 미에로화이바 등",1978-06-28,11월,http://www.hyundaipharm.co.kr,KR7004310009,004310,현대약품보통주,현대약품,Hyundai pharm,1978-06-28,주권,보통주,500,32000000,004310.KS,004310
A322000,현대에너지솔루션,현대에너지솔루션,322000,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS",2019-11-19,12월,http://www.hyundai-es.co.kr/,KR7322000001,322000,현대에너지솔루션보통주,현대에너지솔루션,HYUNDAI ENERGY SOLUTIONS,2019-11-19,주권,보통주,5000,11200000,322000.KS,322000
A041440,현대에버다임,현대에버다임,041440,특수 목적용 기계 제조업,"콘크리트펌프트럭, 중장비개량사업",2003-11-14,12월,http://www.hyundaieverdigm.com,KR7041440009,041440,현대에버다임,현대에버다임,HYUNDAI EVERDIGM,2003-11-14,주권,보통주,500,17915944,041440.KQ,041440
A039010,현대에이치티,현대에이치티,039010,통신 및 방송 장비 제조업,스마트홈 제조,2000-07-20,12월,http://www.hyundaiht.co.kr,KR7039010004,039010,현대에이치티,현대에이치티,HYUNDAI HT,2000-07-20,주권,보통주,500,8625000,039010.KQ,039010
A307950,현대오토에버,현대오토에버,307950,소프트웨어 개발 및 공급업,"전산실운영, 시스템구축, 전산장비 납품, SOC/건축 사업",2019-03-28,12월,http://www.hyundai-autoever.com,KR7307950006,307950,현대오토에버보통주,현대오토에버,HyundaiAutoever,2019-03-28,주권,보통주,500,27423982,307950.KS,307950
A011210,현대위아,현대위아,011210,자동차 신품 부품 제조업,"자동차부품, 공작기계 등",2011-02-21,12월,http://www.hyundai-wia.com,KR7011210002,011210,현대위아보통주,현대위아,HYUNDAI WIA,2011-02-21,주권,보통주,5000,27195083,011210.KS,011210
A090850,현대이지웰,현대이지웰,090850,소프트웨어 개발 및 공급업,선택적복리후생서비스,2013-12-27,12월,http://www.hyundaiezwel.com,KR7090850009,090850,현대이지웰,현대이지웰,HYUNDAI EZWEL,2013-12-27,주권,보통주,500,23746361,090850.KQ,090850
A267260,현대일렉트릭,현대일렉트릭,267260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",2017-05-10,12월,http://www.hyundai-elec.com,KR7267260008,267260,현대일렉트릭보통주,현대일렉트릭,HYUNDAI ELECTRIC,2017-05-10,주권,보통주,5000,36047135,267260.KS,267260
A004020,현대제철,현대제철,004020,1차 철강 제조업,"H형강,제철,제강,철근,압연,스테인레스,주강,시트파일 제조,수출입,중기부품(탱크바퀴)제조,판매",1987-05-23,12월,http://www.hyundai-steel.com,KR7004020004,004020,현대제철 보통주,현대제철,HYUNDAI STEEL,1987-05-23,주권,보통주,5000,133445785,004020.KS,004020
A329180,현대중공업,현대중공업,329180,선박 및 보트 건조업,"선박, 해양플랜트 및 엔진기계 등",2021-09-17,12월,http://www.hhi.co.kr,KR7329180004,329180,현대중공업보통주,현대중공업,HYUNDAI HEAVY INDUSTRIES,2021-09-17,주권,보통주,5000,88773116,329180.KS,329180
A267250,현대중공업지주,현대중공업지주,267250,석유 정제품 제조업,지주회사,2017-05-10,12월,http://www.hyundai-holdings.co.kr,KR7267250009,267250,현대중공업지주보통주,현대중공업지주,HYUNDAI HEAVY INDUSTRIES HOLDINGS,2017-05-10,주권,보통주,1000,78993085,267250.KS,267250
A001500,현대차증권,현대차증권,001500,금융 지원 서비스업,"유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대",1990-06-09,12월,http://hmsec.com,KR7001500008,001500,현대차증권보통주,현대차증권,HYUNDAI MOTOR SECURITIES,1990-06-09,주권,보통주,5000,31712562,001500.KS,001500
A011760,현대코퍼레이션,현대코퍼레이션,011760,상품 종합 도매업,"자동차,철강,기계,선박,플랜트,컴퓨터,전자제품 수출,수출입대행/자원(탄광,유전) 개발",1977-12-01,12월,http://www.hyundaicorp.co.kr,KR7011760006,011760,현대코퍼레이션보통주,현대코퍼레이션,HYUNDAI CORPORATION,1977-12-01,주권,보통주,5000,13228966,011760.KS,011760
A227840,현대코퍼레이션홀딩스,현대코퍼레이션홀딩스,227840,음·식료품 및 담배 도매업,"브랜드사업, 육류유통",2015-10-23,12월,http://www.hyundaicorpholdings.com,KR7227840006,227840,현대코퍼레이션홀딩스보통주,현대코퍼레이션홀딩스,HYUNDAI CORPORATION HOLDINGS,2015-10-23,주권,보통주,5000,9100836,227840.KS,227840
A126560,현대퓨처넷,현대퓨처넷,126560,텔레비전 방송업,광고업,2010-12-23,12월,http://www.hyundaifuturenet.co.kr,KR7126560002,126560,현대퓨처넷보통주,현대퓨처넷,Hyundai Futurenet,2010-12-23,주권,보통주,500,112876596,126560.KS,126560
A057050,현대홈쇼핑,현대홈쇼핑,057050,무점포 소매업,TV홈쇼핑 도소매/홈쇼핑프로그램 제작,2010-09-13,12월,http://www.hmall.com,KR7057050007,057050,현대홈쇼핑보통주,현대홈쇼핑,HYUNDAI HOME SHOPPING NETWORK CORPORATION,2010-09-13,주권,보통주,5000,12000000,057050.KS,057050
A092300,현우산업,현우산업,092300,전자부품 제조업,인쇄회로판(PCB),2007-10-24,12월,,KR7092300003,092300,현우산업,현우산업,"HYUNWOO INDUSTRIAL CO.,LTD",2007-10-24,주권,보통주,500,18033227,092300.KQ,092300
A053660,현진소재,현진소재,053660,기타 금속 가공제품 제조업,선박용 엔진부품,2002-02-15,12월,http://www.hjmco.co.kr,KR7053660007,053660,현진소재,현진소재,"HYUNJIN MATERIALS CO., LTD.",2002-02-15,주권,보통주,500,53201003,053660.KQ,053660
A138360,협진,협진,138360,기타 화학제품 제조업,기계제조,2013-11-08,12월,http://www.actcos.com,KR7138360003,138360,협진,협진,Hyupjin,2013-11-08,주권,보통주,500,34611984,138360.KQ,138360
A093240,형지엘리트,형지엘리트,093240,봉제의복 제조업,"학생복,스포츠의류,작업복 제조,도매",2009-09-28,06월,http://www.hyungji-elite.com,KR7093240000,093240,형지엘리트보통주,형지엘리트,HYUNGJI ELITE,2009-09-28,주권,보통주,500,31154798,093240.KS,093240
A003010,혜인,혜인,003010,기계장비 및 관련 물품 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고",1988-09-20,12월,http://www.haein.com,KR7003010006,003010,혜인보통주,혜인,HaeinCorporation,1988-09-20,주권,보통주,500,12712747,003010.KS,003010
A111110,호전실업,호전실업,111110,봉제의복 제조업,스포츠웨어 및 아웃도어 웨어 OEM,2017-02-02,12월,http://www.hojeon.com,KR7111110003,111110,호전실업보통주,호전실업,Hojeon,2017-02-02,주권,보통주,500,9493577,111110.KS,111110
A008770,호텔신라,호텔신라,008770,기타 상품 전문 소매업,"면세판매,관광숙박,외식사업,예식업",1991-03-12,12월,http://www.hotelshilla.net,KR7008770000,008770,호텔신라보통주,호텔신라,HotelShilla,1991-03-12,주권,보통주,5000,39248121,008770.KS,008770
A008770,호텔신라,호텔신라,008775,기타 상품 전문 소매업,"면세판매,관광숙박,외식사업,예식업",1991-03-12,12월,http://www.hotelshilla.net,KR7008771008,008775,호텔신라1우선주,호텔신라우,HotelShilla(1P),1991-08-09,주권,구형우선주,5000,751879,008775.KS,008770
A060560,홈센타홀딩스,홈센타홀딩스,060560,기타 전문 도매업,"건축자재,레미콘",2002-07-11,12월,http://www.home-center.co.kr,KR7060560000,060560,홈센타홀딩스,홈센타홀딩스,"Home Center Holdings Co.,Ltd",2002-07-11,주권,보통주,500,127669525,060560.KQ,060560
A064240,홈캐스트,홈캐스트,064240,영상 및 음향기기 제조업,디지털 셋톱박스,2003-06-11,12월,http://www.homecast.net,KR7064240005,064240,홈캐스트,홈캐스트,"homecast CO., LTD.",2003-06-11,주권,보통주,500,35038012,064240.KQ,064240
A039610,화성밸브,화성밸브,039610,일반 목적용 기계 제조업,"가스밸브, 매몰용접용 볼밸브, 온수분배기",2000-03-16,12월,http://www.hsvalve.co.kr,KR7039610001,039610,화성밸브,화성밸브,"HS VALVE CO., LTD",2000-03-16,주권,보통주,500,10410400,039610.KQ,039610
A002460,화성산업,화성산업,002460,건물 건설업,아파트 건설,1988-09-29,12월,http://www.hwasung.com,KR7002460004,002460,화성산업보통주,화성산업,HwasungIndustrial,1988-09-29,주권,보통주,5000,12450800,002460.KS,002460
A378850,화승알앤에이,화승알앤에이,378850,자동차 신품 부품 제조업,자동차용 고무제품,2021-03-15,12월,http://www.hsrna.com,KR7378850002,378850,화승알앤에이보통주,화승알앤에이,"HWASEUNG R&A CO., LTD.",2021-03-15,주권,보통주,500,18993623,378850.KS,378850
A241590,화승엔터프라이즈,화승엔터프라이즈,241590,신발 및 신발 부분품 제조업,,2016-10-04,12월,http://www.hsenterprise.co.kr,KR7241590009,241590,화승엔터프라이즈보통주,화승엔터프라이즈,HWASEUNG ENTERPRISE,2016-10-04,주권,보통주,500,60575033,241590.KS,241590
A013520,화승코퍼레이션,화승코퍼레이션,013520,자동차 신품 부품 제조업,"산업용 고무제품(호스시트,벨트,펜더 등) 제조, 판매",1991-02-22,12월,http://www.hscorp.com,KR7013520002,013520,화승코퍼레이션보통주,화승코퍼레이션,Hwaseung Corporation,1991-02-22,주권,보통주,500,50051252,013520.KS,013520
A010690,화신,화신,010690,자동차 신품 부품 제조업,"자동차엔진부품(ARM류,C/MBR류),자동차부품 제조",1994-01-14,12월,http://www.hwashin.co.kr,KR7010690006,010690,화신보통주,화신,Hwashin,1994-01-14,주권,보통주,500,34920410,010690.KS,010690
A126640,화신정공,화신정공,126640,자동차 신품 부품 제조업,자동차부품,2010-08-31,12월,http://hsp.hwashin.co.kr,KR7126640002,126640,화신정공,화신정공,"HWASHIN PRECISION CO., LTD.",2010-08-31,주권,보통주,100,36373887,126640.KQ,126640
A133820,화인베스틸,화인베스틸,133820,1차 철강 제조업,"조선용 형강(부등변 부등후 앵글, 부등호 앵글, 등변앵글 평철 등)",2014-07-22,12월,http://www.finebesteel.com,KR7133820001,133820,화인베스틸보통주,화인베스틸,FINEBESTEEL,2014-07-22,주권,보통주,500,29550000,133820.KS,133820
A061250,화일약품,화일약품,061250,의약품 제조업,의약품 원료,2002-04-18,12월,http://www.hwail.com,KR7061250007,061250,화일약품,화일약품,"HWAIL PHARM. CO., LTD",2002-04-18,주권,보통주,500,65633553,061250.KQ,061250
A010660,화천기계,화천기계,010660,특수 목적용 기계 제조업,"선반,밀링,연삭기,CNC선반,CNC밀링,머시닝센타 제조,판매/자동차부품(실린더블럭) 제조",1988-12-12,12월,http://www.hwacheon.co.kr,KR7010660009,010660,화천기계보통주,화천기계,HWACHEON MACHINERY,1988-12-12,주권,보통주,500,22000000,010660.KS,010660
A000850,화천기공,화천기공,000850,특수 목적용 기계 제조업,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",1999-11-18,12월,http://www.hwacheon.com,KR7000850008,000850,화천기공보통주,화천기공,HwacheonMachineTool,1999-11-18,주권,보통주,5000,2200000,000850.KS,000850
A016580,환인제약,환인제약,016580,의약품 제조업,"의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매",1996-07-03,12월,http://www.whanin.co.kr,KR7016580003,016580,환인제약보통주,환인제약,WhaninPharm,1996-07-03,주권,보통주,500,18600070,016580.KS,016580
A032560,황금에스티,황금에스티,032560,1차 비철금속 제조업,"스테인레스 냉연, 열연",2009-10-29,12월,http://www.hwangkum.com,KR7032560005,032560,황금에스티보통주,황금에스티,Hwang Kum Steel & Technology,2009-10-29,주권,보통주,500,16000000,032560.KS,032560
A004800,효성,효성,004800,기타 금융업,"스판덱스,합성원사,나일론,폴리에스터,타이어코드지,PET병,수지제품,중전기제품(변압기,차단기),사무용기계,컴퓨터 제조/건축공사",1973-06-30,12월,http://www.hyosung.com,KR7004800009,004800,효성보통주,효성,Hyosung,1973-06-30,주권,보통주,5000,21071025,004800.KS,004800
