cd,nm,corp_name,stock_code,industry,main_product,listed_date,settle_month,hpage,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,증권구분,주식종류,액면가,상장주식수,yh_code,stock_code_ori
A096770,SK이노베이션,SK이노베이션,096775,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",2007-07-25,12월,http://www.SKinnovation.com,KR7096771001,096775,SK이노베이션 1우선주,SK이노베이션우,SK Innovation(1P),2007-07-25,주권,구형우선주,5000,1248426,096775.KS,096770
A001510,SK증권,SK증권,001510,금융 지원 서비스업,"증권업,부동산 임대",1986-09-20,12월,http://www.sks.co.kr,KR7001510007,001510,SK증권보통주,SK증권,SKSecurities,1986-09-20,주권,보통주,500,472590171,001510.KS,001510
A001510,SK증권,SK증권,001515,금융 지원 서비스업,"증권업,부동산 임대",1986-09-20,12월,http://www.sks.co.kr,KR7001511005,001515,SK증권1우선주,SK증권우,SKSecurities(1P),1989-08-29,주권,구형우선주,500,3912514,001515.KS,001510
A285130,SK케미칼,SK케미칼,285130,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신",2018-01-05,12월,http://www.skchemicals.com,KR7285130001,285130,SK케미칼보통주,SK케미칼,SKCHEMICALS,2018-01-05,주권,보통주,5000,17620780,285130.KS,285130
A285130,SK케미칼,SK케미칼,28513K,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신",2018-01-05,12월,http://www.skchemicals.com,KR728513K010,28513K,SK케미칼1우선주,SK케미칼우,SKCHEMICALS(1P),2018-01-05,주권,종류주권,5000,2115429,28513K.KS,285130
A017670,SK텔레콤,SK텔레콤,017670,전기 통신업,"이동전화,무선호출서비스,부가통신",1989-11-07,12월,http://www.sktelecom.com,KR7017670001,017670,SK텔레콤보통주,SK텔레콤,SKTelecom,1989-11-07,주권,보통주,100,218833144,017670.KS,017670
A064960,SNT모티브,SNT모티브,064960,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",2002-03-11,12월,http://www.sntdaewoo.com,KR7064960008,064960,SNT모티브보통주,SNT모티브,SNT MOTIV,2002-03-11,주권,보통주,5000,14623136,064960.KS,064960
A100840,SNT에너지,SNT에너지,100840,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조",2008-02-22,12월,http://www.hisnt.com,KR7100840008,100840,SNT에너지보통주,SNT에너지,"SNTEnergy Co.,Ltd.",2008-02-22,주권,보통주,500,7506711,100840.KS,100840
A003570,SNT중공업,SNT중공업,003570,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조",1976-07-08,12월,http://www.hisntd.com,KR7003570009,003570,SNT중공업보통주,SNT중공업,SNT DYNAMICS,1976-07-08,주권,보통주,2500,33252697,003570.KS,003570
A036530,SNT홀딩스,SNT홀딩스,036530,기타 금융업,"지배,경영지도,정리,육성",2002-10-22,12월,http://www.hisntholdings.com,KR7036530004,036530,SNT홀딩스보통주,SNT홀딩스,SNT Holdings,2002-10-22,주권,보통주,500,16303886,036530.KS,036530
A005610,SPC삼립,SPC삼립,005610,기타 식품 제조업,"빵,아이스크림,과자,케익,유산균음료,인스턴트식품,병조림,면류,식용유 제조,판매",1975-05-02,12월,http://www.samlipgf.co.kr,KR7005610001,005610,SPC삼립보통주,SPC삼립,SPC SAMLIP,1975-05-02,주권,보통주,5000,8629009,005610.KS,005610
A011810,STX,STX,011810,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매",1990-09-12,12월,http://www.stx.co.kr,KR7011810009,011810,STX보통주,STX,STX,1990-09-12,주권,보통주,2500,28621454,011810.KS,011810
A077970,STX엔진,STX엔진,077970,일반 목적용 기계 제조업,"엔진,터빈,내연기관 제조,도매",2004-05-10,12월,http://www.stxengine.co.kr,KR7077970002,077970,STX엔진보통주,STX엔진,"STXEngineCo.,Ltd",2004-05-10,주권,보통주,2500,23008904,077970.KS,077970
A071970,STX중공업,STX중공업,071970,일반 목적용 기계 제조업,"조선기자재, 기계부품",2009-05-15,12월,http://www.stxhi.co.kr,KR7071970008,071970,STX중공업보통주,STX중공업,STX Heavy Industries,2009-05-15,주권,보통주,2500,28365976,071970.KS,071970
A002710,TCC스틸,TCC스틸,002710,1차 철강 제조업,"석도강판,표면처리강판 제조,판매",1984-12-21,12월,http://www.tccsteel.com,KR7002710002,002710,TCC스틸보통주,TCC스틸,TCC STEEL,1984-12-21,주권,보통주,1000,23500000,002710.KS,002710
A024070,WISCOM,WISCOM,024070,플라스틱제품 제조업,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공",1996-11-22,12월,http://www.wiscom.co.kr,KR7024070005,024070,WISCOM보통주,WISCOM,WISCOM,1996-11-22,주권,보통주,500,15326438,024070.KS,024070
A079940,가비아,가비아,079940,소프트웨어 개발 및 공급업,"도메인,호스팅",2005-10-19,12월,http://www.gabia.com,KR7079940003,079940,가비아,가비아,"GABIA, Inc.",2005-10-19,주권,보통주,500,13535684,079940.KQ,079940
A078890,가온미디어,가온미디어,078890,통신 및 방송 장비 제조업,디지털셋톱박스,2005-07-12,12월,http://www.kaonmedia.com,KR7078890001,078890,가온미디어,가온미디어,"KAON Media Co., Ltd.",2005-07-12,주권,보통주,500,15851946,078890.KQ,078890
A000500,가온전선,가온전선,000500,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입",1987-06-08,12월,http://www.gaoncable.com,KR7000500009,000500,가온전선보통주,가온전선,GAONCABLE,1987-06-08,주권,보통주,5000,4160347,000500.KS,000500
A036620,감성코퍼레이션,감성코퍼레이션,036620,기타 전문 도매업,"고지유통, ERP시스템 운영",2000-01-11,12월,http://www.virtualtek.co.kr,KR7036620003,036620,감성코퍼레이션,감성코퍼레이션,GAMSUNG Corporation,2000-01-11,주권,보통주,500,78155673,036620.KQ,036620
A000860,강남제비스코,강남제비스코,000860,기타 화학제품 제조업,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매",1975-11-12,12월,http://www.jevisco.com,KR7000860007,000860,강남제비스코보통주,강남제비스코,KANGNAM JEVISCO,1975-11-12,주권,보통주,1000,6500000,000860.KS,000860
A217730,강스템바이오텍,강스템바이오텍,217730,기초 의약물질 및 생물학적 제제 제조업,줄기세포치료제,2015-12-21,12월,http://www.kangstem.com,KR7217730001,217730,강스템바이오텍,강스템바이오텍,"KANGSTEM BIOTECH CO., LTD.",2015-12-21,주권,보통주,500,37937925,217730.KQ,217730
A035250,강원랜드,강원랜드,035250,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영",2003-09-04,12월,http://kangwonland.high1.com,KR7035250000,035250,강원랜드보통주,강원랜드,"Kangwon Land, Inc.",2003-09-04,주권,보통주,500,213940500,035250.KS,035250
A114190,강원에너지,강원에너지,114190,"구조용 금속제품, 탱크 및 증기발생기 제조업",플랜트설비(산업용 보일러),2009-11-20,12월,http://kwb21.com,KR7114190002,114190,강원에너지,강원에너지,KANGWON ENERGY,2009-11-20,주권,보통주,500,26123038,114190.KQ,114190
A094480,갤럭시아머니트리,갤럭시아머니트리,094480,소프트웨어 개발 및 공급업,전자결제,2007-07-20,12월,http://www.galaxiamoneytree.co.kr,KR7094480001,094480,갤럭시아머니트리,갤럭시아머니트리,"GalaxiaMoneytree Co.,Ltd.",2007-07-20,주권,보통주,500,39229838,094480.KQ,094480
A011420,갤럭시아에스엠,갤럭시아에스엠,011420,스포츠 서비스업,"스포츠중계권,스포츠마케팅,광고",1989-11-14,12월,http://galaxiasme.com,KR7011420007,011420,갤럭시아에스엠보통주,갤럭시아에스엠,GALAXIA SM,1989-11-14,주권,보통주,500,27549644,011420.KS,011420
A039240,경남스틸,경남스틸,039240,1차 철강 제조업,"냉연강판,아연도강판, 산세코일, 열연아연도금강판, 전기아연도금강판 등",2000-03-07,12월,http://www.ksteel.co.kr,KR7039240007,039240,경남스틸,경남스틸,"Kyeong Nam Steel Co., LTD",2000-03-07,주권,보통주,100,26979604,039240.KQ,039240
A053950,경남제약,경남제약,053950,의약품 제조업,PCB 드릴가공,2001-11-06,12월,http://www.kyungnampharm.co.kr,KR7053950002,053950,경남제약,경남제약,"KYUNG NAM PHARM.CO.,LTD.",2001-11-06,주권,보통주,500,20049565,053950.KQ,053950
A002100,경농,경농,002100,"비료, 농약 및 살균, 살충제 제조업","완제농약(잡초약,살충제,살균제) 제조",1977-06-30,12월,http://www.knco.co.kr,KR7002100006,002100,경농보통주,경농,Kyungnong,1977-06-30,주권,보통주,500,19522575,002100.KS,002100
A009450,경동나비엔,경동나비엔,009450,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매",1993-08-31,12월,http://www.kdnavien.co.kr,KR7009450008,009450,경동나비엔보통주,경동나비엔,KYUNGDONGNAVIEN,1993-08-31,주권,보통주,1000,14568592,009450.KS,009450
A267290,경동도시가스,경동도시가스,267290,연료용 가스 제조 및 배관공급업,도시가스,2017-05-12,12월,http://www.kdgas.co.kr,KR7267290005,267290,경동도시가스보통주,경동도시가스,KYUNGDONG CITY GAS,2017-05-12,주권,보통주,2500,5895406,267290.KS,267290
A012320,경동인베스트,경동인베스트,012320,기타 금융업,지주회사,1997-03-07,12월,http://www.kdinvest.co.kr,KR7012320008,012320,경동인베스트보통주,경동인베스트,KYUNGDONG INVEST,1997-03-07,주권,보통주,5000,2365023,012320.KS,012320
A011040,경동제약,경동제약,011040,의약품 제조업,"듀오로반정, 발디핀정, 아트로반정 등",1992-12-18,12월,http://www.kdpharma.co.kr,KR7011040003,011040,경동제약,경동제약,KyungdongPharm,1992-12-18,주권,보통주,500,30768766,011040.KQ,011040
A000050,경방,경방,000050,종합 소매업,"섬유류(면사,면혼방사,면직물,면혼방직물,화섬사,화섬직물) 제조,도매,수출입",1956-03-03,12월,http://www.kyungbang.co.kr,KR7000050005,000050,경방보통주,경방,Kyungbang,1956-03-03,주권,보통주,500,27415270,000050.KS,000050
A214390,경보제약,경보제약,214390,기초 의약물질 및 생물학적 제제 제조업,"아토르바스타틴, 세프티족심, 세프트리약손",2015-06-29,12월,http://www.kbpharma.co.kr,KR7214390007,214390,경보제약보통주,경보제약,"KYONGBO PHARMACEUTICAL CO., LTD.",2015-06-29,주권,보통주,500,23906860,214390.KS,214390
A012610,경인양행,경인양행,012610,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",1995-10-05,12월,http://www.kyungin.co.kr,KR7012610002,012610,경인양행보통주,경인양행,KyunginSynthetic,1995-10-05,주권,보통주,500,41576365,012610.KS,012610
A009140,경인전자,경인전자,009140,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매",1989-06-20,12월,http://www.kie.co.kr,KR7009140005,009140,경인전자보통주,경인전자,KyunginElectronics,1989-06-20,주권,보통주,5000,1570797,009140.KS,009140
A024910,경창산업,경창산업,024910,자동차 신품 부품 제조업,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품",1994-12-29,12월,http://www.kc.co.kr,KR7024910002,024910,경창산업,경창산업,KyungchangIndustrial,1994-12-29,주권,보통주,500,35819005,024910.KQ,024910
A012200,계양전기,계양전기,012200,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조",1988-07-06,12월,http://www.keyang.co.kr,KR7012200002,012200,계양전기보통주,계양전기,KeyangElectricMachinery,1988-07-06,주권,보통주,500,32600000,012200.KS,012200
A012200,계양전기,계양전기,012205,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조",1988-07-06,12월,http://www.keyang.co.kr,KR7012201000,012205,계양전기1우선주,계양전기우,KeyangElectricMachinery(1P),1989-08-02,주권,구형우선주,500,1400000,012205.KS,012200
A002140,고려산업,고려산업,002140,"곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대",1991-01-14,12월,http://www.hafeed.co.kr,KR7002140002,002140,고려산업보통주,고려산업,KoreaIndustrial,1991-01-14,주권,보통주,1000,24939425,002140.KS,002140
A198440,고려시멘트,고려시멘트,198440,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘",2014-08-13,12월,http://koreacement.co.kr,KR7198440000,198440,고려시멘트,고려시멘트,"KOREA CEMENT co., Ltd.",2014-08-13,주권,보통주,100,31979960,198440.KQ,198440
A049720,고려신용정보,고려신용정보,049720,기타 사업지원 서비스업,"채권추심, 신용조사",2002-01-31,12월,http://www.koryoinfo.co.kr,KR7049720006,049720,고려신용정보,고려신용정보,"KORYO CREDIT INFORMATION CO., LTD.",2002-01-31,주권,보통주,500,14300000,049720.KQ,049720
A010130,고려아연,고려아연,010130,1차 비철금속 제조업,"연,아연괴 제조,판매",1990-07-28,12월,http://www.koreazinc.co.kr,KR7010130003,010130,고려아연보통주,고려아연,KoreaZinc,1990-07-28,주권,보통주,5000,18870000,010130.KS,010130
A002240,고려제강,고려제강,002240,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매",1976-05-25,12월,http://www.kiswire.com,KR7002240000,002240,고려제강보통주,고려제강,KISWire,1976-05-25,주권,보통주,1000,23000000,002240.KS,002240
A014570,고려제약,고려제약,014570,의약품 제조업,"하벤(종합감기약),뉴로메드(치매치료제)등",2000-12-07,12월,http://www.nicepharma.com,KR7014570006,014570,고려제약,고려제약,"KOREAN DRUG CO., LTD.",2000-12-07,주권,보통주,500,11000000,014570.KQ,014570
A348150,고바이오랩,고바이오랩,348150,자연과학 및 공학 연구개발업,마이크로바이옴 치료제 및 건강기능식품,2020-11-18,12월,http://kobiolabs.com,KR7348150004,348150,고바이오랩,고바이오랩,"KoBioLabs, Inc",2020-11-18,주권,보통주,500,16270559,348150.KQ,348150
A035290,골드앤에스,골드앤에스,035290,"서적, 잡지 및 기타 인쇄물 출판업","방과후컴퓨터상설반,교재및CD",1999-12-07,12월,http://www.wfminc.co.kr,KR7035290006,035290,골드앤에스,골드앤에스,Gold&S,1999-12-07,주권,보통주,500,36223910,035290.KQ,035290
A038530,골드퍼시픽,골드퍼시픽,038530,생활용품 도매업,"주문형반도체, IMT-2000 Modem Chip 등",2000-06-09,12월,http://www.corecross.com,KR7038530002,038530,골드퍼시픽,골드퍼시픽,"Gold Pacific Co.,Ltd",2000-06-09,주권,보통주,500,92016431,038530.KQ,038530
A215000,골프존,골프존,215000,소프트웨어 개발 및 공급업,골프시뮬레이터,2015-04-03,12월,http://www.golfzon.com,KR7215000001,215000,골프존,골프존,"GOLFZON Co., Ltd.",2015-04-03,주권,보통주,500,6275415,215000.KQ,215000
A121440,골프존뉴딘홀딩스,골프존뉴딘홀딩스,121440,상품 중개업,골프시뮬레이터,2011-05-20,12월,http://company.golfzon.com,KR7121440002,121440,골프존뉴딘홀딩스,골프존뉴딘홀딩스,"GOLFZON NEWDIN HOLDINGS Co., Ltd.",2011-05-20,주권,보통주,500,42836818,121440.KQ,121440
A009290,광동제약,광동제약,009290,의약품 제조업,"의약품,식음료 제조,도매",1989-11-17,12월,http://www.ekdp.com,KR7009290008,009290,광동제약보통주,광동제약,KwangdongPharmaceutical,1989-11-17,주권,보통주,1000,52420851,009290.KS,009290
A014200,광림,광림,014200,자동차용 엔진 및 자동차 제조업,"전기공사용 특수차량 및 중량물 운반용 크레인을 생산, 판매하는 제조업체",1993-07-07,12월,http://www.kanglim.com,KR7014200000,014200,광림,광림,"KANGLIM Co., LTD.",1993-07-07,주권,보통주,500,75374288,014200.KQ,014200
A017040,광명전기,광명전기,017040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역",1990-09-14,12월,http://www.kmec.co.kr,KR7017040007,017040,광명전기보통주,광명전기,KWANG MYUNG ELECTRIC,1990-09-14,주권,보통주,500,43337615,017040.KS,017040
A017900,광전자,광전자,017900,반도체 제조업,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매",1996-10-16,12월,http://www.auk.co.kr,KR7017900002,017900,광전자보통주,광전자,AUK,1996-10-16,주권,보통주,500,57943763,017900.KS,017900
A037710,광주신세계,광주신세계,037710,종합 소매업,백화점,2002-02-07,12월,http://www.gjshinsegae.com,KR7037710001,037710,광주신세계보통주,광주신세계,GwangjuShinsegae,2002-02-07,주권,보통주,5000,1600000,037710.KS,037710
A026910,광진실업,광진실업,026910,1차 철강 제조업,마봉,1996-01-03,12월,http://www.kjsteel.co.kr,KR7026910000,026910,광진실업,광진실업,KwangjinInd,1996-01-03,주권,보통주,500,6405405,026910.KQ,026910
A030610,교보증권,교보증권,030610,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",2002-07-18,12월,http://www.iprovest.com,KR7030610000,030610,교보증권보통주,교보증권,"KYOBOSECURITIESCO.,LTD.",2002-07-18,주권,보통주,5000,64653296,030610.KS,030610
A339770,교촌에프앤비,교촌에프앤비,339770,음·식료품 및 담배 도매업,치킨 프랜차이즈,2020-11-12,12월,http://kyochonfnb.com,KR7339770000,339770,교촌에프앤비보통주,교촌에프앤비,KYOCHON FOOD&BEVERAGE,2020-11-12,주권,보통주,500,24982540,339770.KS,339770
A053270,구영테크,구영테크,053270,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등,2002-02-07,12월,http://www.guyoungtech.com,KR7053270005,053270,구영테크,구영테크,GUYOUNGTECHNOLOGY COMPANY LIMITED,2002-02-07,주권,보통주,500,26394174,053270.KQ,053270
A007690,국도화학,국도화학,007690,기초 화학물질 제조업,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매",1989-08-05,12월,http://www.kukdo.com,KR7007690001,007690,국도화학보통주,국도화학,KukdoChemical,1989-08-05,주권,보통주,5000,9010616,007690.KS,007690
